PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,VEHICLE_ID,SEX,AGE,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,PEDPEDAL_LOCATION,BAC_RESULT,BAC_RESULT VALUE,CELL_PHONE_USE,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,DOORING_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,geometry,YEAR,SEASON,SEX_R,SEASON_R,PERSON_TYPE_R,AIRBAG_DEPLOYED_R,INJURY_CLASSIFICATION_R,EJECTION_R
O1807392,DRIVER,1c80eeb7a5f64cd21ccd8538c7260fcc8cddd4ccd24ed369ecba781888dc6dda787acb094809f88745ec441241fb3a93b1df27450dc0675cd2fe62165af624c3,1721482.0,M,45.0,DEPLOYMENT UNKNOWN,NONE,NO INDICATION OF INJURY,FOLLOWED TOO CLOSELY,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2024-04-28 15:54:00,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",04/29/2024 01:00:00 PM,FOLLOWING TOO CLOSELY,CELL PHONE USE OTHER THAN TEXTING,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,1,4,41.955323254,-87.749707231,POINT (-87.749707231274 41.955323253786),POINT (1142998.2264470917 1926850.210478365),2024,Spring,1.0,2,1,4.0,0.0,0.0
O1829996,DRIVER,04b935e994ae30225fe24f69e64bc9dd782c6f5a09ddbd1ecdf86189d0073fec1969543d0b9ebb356233c01954bd10f72754944a27f121d59b3acbb524a77005,1743151.0,F,63.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,UNKNOWN,,,,TEST NOT OFFERED,,,,2024-05-28 16:00:00,30,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",05/29/2024 05:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,3,5,41.877220847,-87.705241063,POINT (-87.705241063016 41.877220847108),POINT (1155301.6548473113 1898475.1321444616),2024,Spring,0.0,2,1,2.0,0.0,0.0
P396328,PASSENGER,63d795e5b6fe6fef4d44e78bdb0f2ee37eac1cf0dd41b7d5334115f739ec9df4f84a65bfc6b10306b4fc7f7753db73175023bfe5ba612242406baddf726f0f12,1708819.0,F,21.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,,,,,,,,,,Y,2024-04-09 22:22:00,15,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",04/09/2024 10:22:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,7.0,0.0,22,3,4,41.65910446,-87.615179194,POINT (-87.615179193507 41.659104460317),POINT (1180492.4391725252 1819187.5514102008),2024,Spring,0.0,2,2,2.0,0.0,0.0
O1931455,DRIVER,6e74caf6647ece4cc63fb49b155f277c39a487d6d9b4a3e59cd230b18e7bf3dd85d60b375732276c1596a8e0a4298f427ee565d9715affc01beba16564906c94,1840035.0,M,61.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-10-19 13:40:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",10/19/2024 04:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,7,10,41.810849368,-87.589361085,POINT (-87.589361084592 41.81084936753),POINT (1187069.549395348 1874541.793246472),2024,Fall,1.0,4,1,2.0,0.0,0.0
O1910688,DRIVER,21392d27538ca0298e7730958f987f97a927f0d137dc23bd823798eac4d8198e4121ec5c5df84640c7fe9807ab14e4f27f0df44893c57f9879fe7479f0f04251,1820254.0,M,60.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-09-20 08:25:00,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",09/20/2024 08:35:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,6,9,41.96813894,-87.747700008,POINT (-87.74770000781 41.968138939776),POINT (1143512.2822355183 1931524.015097906),2024,Fall,1.0,4,1,2.0,0.0,0.0
O1827575,DRIVER,f28f2f163102a4bf650d30232b2b1185bd0811ee54f9ae5c03fc138dc8e3f037fc656b401c995f33bc8dfc0c72226d7529183f96717d1708c12da347f1c70ce6,1740839.0,M,28.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-26 03:43:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",05/26/2024 03:45:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,1,5,41.998151533,-87.655533632,POINT (-87.655533631923 41.998151533241),POINT (1168490.3873168034 1942645.5769666252),2024,Spring,1.0,2,1,2.0,0.0,0.0
O1867644,DRIVER,71b1169b13f5e4f505b9a365fc8e7e7f9657750e126930582e0afae361f199e8bda8198f611dc686dd1a715c4117f8b7ada0274844690a9791344cb2187f9f84,1779167.0,F,52.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-07-20 21:45:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/20/2024 10:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,7,7,41.820334813,-87.606951903,POINT (-87.606951903497 41.820334813122),POINT (1182244.7441812058 1877957.2208833117),2024,Summer,0.0,3,1,3.0,0.0,0.0
O1814574,DRIVER,d36268f4660abb4ae0e7ce5f46d35b3cc4db772be5b5d19fd58524aca9f3d71c08a4a84e56400da09d48eace4612a6c9ba744c57a6829a6c94f61af983d5015d,1728386.0,F,23.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-08 21:00:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,"OVER $1,500",05/09/2024 03:00:00 AM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21,4,5,41.768902426,-87.634906328,POINT (-87.6349063282 41.768902426164),POINT (1174777.238574629 1859152.399460246),2024,Spring,0.0,2,1,2.0,0.0,0.0
O1933304,DRIVER,a3a5eb9ff673419eb4d7760387e833def57d4c6bb1c17e4d06bfe1bbc4e17475055f0fc84ba7d8519410ba02124e8f1d536684d9ff5ee2a456777bd793ef4510,1841797.0,M,63.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-10-22 11:15:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"$501 - $1,500",10/22/2024 11:20:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,3,10,41.810904875,-87.664885054,POINT (-87.664885053917 41.810904875282),POINT (1166480.1556868353 1874392.825134244),2024,Fall,1.0,4,1,2.0,0.0,0.0
O1864557,DRIVER,abe341d5a99b7064dc2c3d3cae05fe36349f5845e398f5803e04746a3890038c97ec2009a79244db90e137fd40b2212dc3d147b166d784ec31923fde21fdc9e3,1776203.0,M,20.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-07-16 10:20:00,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",07/16/2024 10:20:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,3,7,41.778489832,-87.727581224,POINT (-87.727581223579 41.778489832278),POINT (1149471.2881535115 1862454.297921028),2024,Summer,1.0,3,1,3.0,0.0,0.0
O1782458,DRIVER,bbc093a0466226ead0562eebc3b2eb6c3c146eca068ac97cb3a5779b22219eae34072cb410734e68c8454652315e6a3610485138c0ea94072d903a4eb2c49a18,1697427.0,M,22.0,DID NOT DEPLOY,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,,,,TEST NOT OFFERED,,,,2024-03-21 21:48:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",03/21/2024 11:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21,5,3,41.99825178,-87.680001365,POINT (-87.680001364779 41.998251780187),POINT (1161839.226640292 1942630.4109019637),2024,Spring,1.0,2,1,2.0,0.0,0.0
O1758261,DRIVER,81967ab80fcf25f01378b5eab9259aa99a8f1c1d162bae9fccbbf73a8f8e75fa6aa6456aaac6624ed2052047a0b3e0a86d8950d7d594e828134dbe437e15b798,1674113.0,M,41.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-02-12 17:21:00,30,CLEAR,DAYLIGHT,REAR TO SIDE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,"OVER $1,500",02/12/2024 05:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,2,2,41.895503602,-87.723154183,POINT (-87.7231541833 41.895503601774),POINT (1150375.8882618314 1905102.1561780367),2024,Winter,1.0,1,1,3.0,0.0,0.0
O1748203,DRIVER,dc042ac6d943a0c40366cebd80f5f5fc3602be49cd0595774b2259353a4ab30018938af79bf9cba87faae577c06a6edde5ed175980aff473c088a43e06229468,1664446.0,M,29.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-01-26 07:20:00,30,RAIN,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",01/26/2024 07:40:00 AM,FAILING TO YIELD RIGHT-OF-WAY,TURNING RIGHT ON RED,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,6,1,41.866400148,-87.695966087,POINT (-87.695966086585 41.86640014842),POINT (1157856.8474845234 1894550.7106308118),2024,Winter,1.0,1,1,2.0,0.0,0.0
O1934523,DRIVER,4003062949f9ca1432ef91ce9eccd9b0907a8a50a7ccba9ec236006116d15a85989181d16abc9c799bd2ae8af215ca469240f07422dc79f6df1398108649bae4,1843000.0,F,45.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-10-24 08:15:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"$501 - $1,500",10/24/2024 08:55:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,10,41.948825616,-87.708027343,POINT (-87.708027342861 41.948825615823),POINT (1154352.6162848733 1924562.4164307564),2024,Fall,0.0,4,1,2.0,0.0,0.0
O1759684,DRIVER,0e5983529bf7d185765bd198af5e89f24a6082de386578beaa62b6ddd0cd693066e3b134ae15f8f5dc495aab02226ec4b5f073e42fbf65b439125ed794ffdb90,1675493.0,M,43.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-02-15 09:00:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",02/15/2024 09:10:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,5,2,41.8238513,-87.62428782,POINT (-87.624287820408 41.823851299839),POINT (1177508.7728289836 1879199.1418361205),2024,Winter,1.0,1,1,2.0,0.0,0.0
O1740831,DRIVER,4082671f648b5e0a9cb6d5527e8288a9d682e9126342859cb98580584b0a03a7b346cbd9122a5820c591a997c43b09a1be7db3453d5edf38e508709cd15b8905,1657318.0,M,39.0,"DEPLOYED, COMBINATION",NONE,INCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-01-14 16:26:00,30,CLEAR,DUSK,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,ICE,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",01/14/2024 04:27:00 PM,WEATHER,UNABLE TO DETERMINE,,1,INCAPACITATING INJURY,2.0,0.0,1.0,1.0,0.0,0.0,0.0,16,1,1,41.88567073,-87.653454298,POINT (-87.653454298402 41.885670730222),POINT (1169380.6928511495 1901661.726387306),2024,Winter,1.0,1,1,1.0,3.0,0.0
O1891268,DRIVER,3ca7fd47929df528afe01fe8ad408b16fe88d88d4a5b544049dce6c7e9404172c360c976e74d4a97dcde57b1155e6161ffcd643515c10ef536464ae299eb06b1,1801737.0,F,66.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-08-24 18:15:00,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",08/24/2024 07:08:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18,7,8,41.8068414,-87.71604492,POINT (-87.71604491956 41.806841400082),POINT (1152543.6942550903 1872807.7875017433),2024,Summer,0.0,3,1,3.0,0.0,0.0
O1886921,DRIVER,d2bda9dd1896615532db752d4040b02d393da7f95acb120374ec247f554a6380ffba605772b774aa182f7b73fbc0b64a245d397eb962b58bd0823bed61a61e65,1797571.0,M,29.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,OTHER,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-08-17 22:30:00,30,RAIN,"DARKNESS, LIGHTED ROAD",HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/17/2024 11:17:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,5,NONINCAPACITATING INJURY,2.0,0.0,0.0,1.0,1.0,1.0,0.0,22,7,8,41.798541795,-87.747862604,POINT (-87.747862604268 41.798541795476),POINT (1143889.6825292169 1869722.7686523164),2024,Summer,1.0,3,1,2.0,1.0,0.0
O1824957,DRIVER,50cee83c3f069e9b4996bf2c2d829886885580511f2b361262fa1ef0c159acd95e010520ee11cf2f8655698b608ca02f7a1d8ee7cf8aaab625d6e50863647e11,1738343.0,F,30.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-22 17:00:00,30,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",05/22/2024 05:01:00 PM,IMPROPER TURNING/NO SIGNAL,DISREGARDING OTHER TRAFFIC SIGNS,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,5,41.721324412,-87.662724153,POINT (-87.662724152651 41.721324411975),POINT (1167323.7533941548 1841755.0292211438),2024,Spring,0.0,2,1,2.0,0.0,0.0
O1877500,DRIVER,fedcb7a554ffb03e0bd56a588dce18fb2e479e23ea7f570958d170c77d4643d662f73d9c88e85a0c69b1e9929c0c6caaa39f66da37fa296488287641cf34a415,1788601.0,F,80.0,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-08-02 13:45:00,30,CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",08/02/2024 01:52:00 PM,ROAD CONSTRUCTION/MAINTENANCE,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13,6,8,41.816395834,-87.626412894,POINT (-87.626412894288 41.816395833928),POINT (1176951.9070527419 1876477.6306896484),2024,Summer,0.0,3,1,2.0,1.0,0.0
O1871140,DRIVER,de673195f2b88be65a79632c6c1c15946c10a4fb3d9522998bd533315966654f3b147746ddc541b7a43270d70b7035aae2e8e3d40f5c238052bea45e4ee2d22f,1782507.0,F,44.0,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-07-24 12:29:00,35,UNKNOWN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",07/24/2024 12:47:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,4,7,41.692412379,-87.628249295,POINT (-87.628249295438 41.692412379148),POINT (1176821.5729408297 1831295.0182020613),2024,Summer,0.0,3,1,4.0,0.0,0.0
O1824864,DRIVER,24c7aab30c67389c5ee9b619f645a127ace58e6b4443e6ce76e8828cf21d8ab43588978cc1c37223341ef83c8b5ad3f831b8e53768406625723f36612e22dae1,1738276.0,F,45.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-22 16:00:00,30,CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",05/22/2024 04:30:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,4,5,41.875819378,-87.701015977,POINT (-87.701015977072 41.875819377687),POINT (1156456.0621249853 1897972.887669327),2024,Spring,0.0,2,1,2.0,0.0,0.0
O1843554,DRIVER,55888f972ee3fc636328c0e638c70bbdc84a7445aba8c1d991c391acb02206c673159fa2a299e6cb6947533840ea7a09e56c2057afd92c15a6abbbaccccab510,1756138.0,M,75.0,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-06-16 07:48:00,30,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",06/16/2024 07:48:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,7,1,6,41.944787004,-87.746280377,POINT (-87.746280376564 41.944787003554),POINT (1143956.644058061 1923017.1389138112),2024,Summer,1.0,3,1,2.0,0.0,0.0
O1810506,DRIVER,fe2ad796f2491bb7e312f17d6a63ef7e1acea6d12f28fc1a4f894d01ae4b34e375a44a755fd3a94ebf8360357097c7e0f813b570c3b3cac540a31055114888bd,1724471.0,M,68.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,,,,TEST NOT OFFERED,,,,2024-05-02 16:35:00,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",05/03/2024 05:35:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,5,41.991008061,-87.798585945,POINT (-87.798585944637 41.991008061224),POINT (1129621.8424669136 1939767.1388379417),2024,Spring,1.0,2,1,3.0,0.0,0.0
O1925813,DRIVER,9239f2dc8c6a8a9ffb2803c41812736b644df8a9672415114172fcd5335ba642d996059aedcb832b68f13427fe15414326138fc54ec334450f7c6cbc06f6fadc,1834705.0,M,49.0,"DEPLOYED, SIDE",NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,,,,TEST NOT OFFERED,,,,2024-10-11 16:20:00,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",10/11/2024 04:20:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,4.0,0.0,16,6,10,41.79305823,-87.729432661,POINT (-87.729432661229 41.793058229548),POINT (1148929.013475822 1867759.3606636578),2024,Fall,1.0,4,1,6.0,0.0,0.0
P423923,PASSENGER,beff2468f6d7cb5d75efe90e5c4b5951ba98f37edb7e5147491a65033e77f744445b6d26a8a8354e7d633aa6302a21a359c49d952e692e900b7297d8e12fcdec,1825740.0,M,20.0,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,,,,,,,,,,,2024-09-27 20:10:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,"OVER $1,500",09/27/2024 08:10:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,20,6,9,41.941113487,-87.65144131,POINT (-87.651441309724 41.941113487092),POINT (1169768.2043318273 1921869.4789515648),2024,Fall,1.0,4,2,3.0,0.0,0.0
P411777,PASSENGER,c7347c0ff1f88115fdf9405c5a8c832dc4fa07c6f110581bf4c8bd03766aac78595748c3805da3da505361364e20ff396f4614fe272e547636b59ea0dc3eb51c,1773115.0,M,37.0,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,,,,,,,,,,,2024-07-11 19:01:00,30,UNKNOWN,UNKNOWN,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,"OVER $1,500",07/11/2024 07:55:00 PM,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19,5,7,41.883108627,-87.627948771,POINT (-87.627948770804 41.883108627267),POINT (1176333.5465192148 1900784.1544792675),2024,Summer,1.0,3,2,4.0,0.0,0.0
